entry,name,signature,raw_c,native_source,status,notes
10011480,FUN_10011480,undefined FUN_10011480(void),raw-c/10011480_FUN_10011480.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/common_leafs.cpp,native_converted,Exact CRT strcpy implementation
10011490,FUN_10011490,undefined FUN_10011490(void),raw-c/10011490_FUN_10011490.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10011578,FUN_10011578,undefined FUN_10011578(void),raw-c/10011578_FUN_10011578.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: trivial no-op/getter/setter/return helper with no GGPO protocol behavior; covered by native compiler/runtime code generation
10011587,__invoke_watson,"noreturn void __cdecl __invoke_watson(wchar_t * param_1, wchar_t * param_2, wchar_t * param_3, uint param_4, uintptr_t param_5)",raw-c/10011587___invoke_watson.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100116af,__invalid_parameter,undefined __invalid_parameter(void),raw-c/100116af___invalid_parameter.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100116d5,FUN_100116d5,undefined FUN_100116d5(void),raw-c/100116d5_FUN_100116d5.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100116f0,_memset,"void * __cdecl _memset(void * _Dst, int _Val, size_t _Size)",raw-c/100116f0__memset.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011770,_strcmp,"int __cdecl _strcmp(char * _Str1, char * _Str2)",raw-c/10011770__strcmp.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100117f8,FUN_100117f8,undefined FUN_100117f8(void),raw-c/100117f8_FUN_100117f8.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011803,_memcpy_s,"errno_t __cdecl _memcpy_s(void * _Dst, rsize_t _DstSize, void * _Src, rsize_t _MaxCount)",raw-c/10011803__memcpy_s.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011880,type_info::~type_info,void __thiscall ~type_info(type_info * this),raw-c/10011880_type_info_type_info.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011890,type_info::`scalar_deleting_destructor',"void * __thiscall `scalar_deleting_destructor'(type_info * this, uint param_1)",raw-c/10011890_type_info_scalar_deleting_destructor_.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100118b1,type_info::operator==,"bool __thiscall operator==(type_info * this, type_info * param_1)",raw-c/100118b1_type_info_operator_.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100118d1,std::bad_alloc::bad_alloc,undefined __thiscall bad_alloc(bad_alloc * this),raw-c/100118d1_std_bad_alloc_bad_alloc.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100118ec,FUN_100118ec,undefined FUN_100118ec(void),raw-c/100118ec_FUN_100118ec.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011951,__purecall,undefined __purecall(void),raw-c/10011951___purecall.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011990,_strchr,"char * __cdecl _strchr(char * _Str, int _Val)",raw-c/10011990__strchr.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011a4e,_atol,long __cdecl _atol(char * _Str),raw-c/10011a4e__atol.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011a64,FUN_10011a64,undefined FUN_10011a64(void),raw-c/10011a64_FUN_10011a64.c,Sources/FightcadeFBNeo/src/dep/ggponet-native/src/common_leafs.cpp,native_converted,Exact CRT atol tail-call wrapper
10011a6f,__fsopen,"FILE * __cdecl __fsopen(char * _Filename, char * _Mode, int _ShFlag)",raw-c/10011a6f___fsopen.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011b29,FUN_10011b29,undefined FUN_10011b29(void),raw-c/10011b29_FUN_10011b29.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011b33,_fopen,"FILE * __cdecl _fopen(char * _Filename, char * _Mode)",raw-c/10011b33__fopen.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011b4a,__fread_nolock_s,"size_t __cdecl __fread_nolock_s(void * _DstBuf, size_t _DstSize, size_t _ElementSize, size_t _Count, FILE * _File)",raw-c/10011b4a___fread_nolock_s.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011d54,_fread_s,"size_t __cdecl _fread_s(void * _DstBuf, size_t _DstSize, size_t _ElementSize, size_t _Count, FILE * _File)",raw-c/10011d54__fread_s.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011de0,FUN_10011de0,undefined FUN_10011de0(void),raw-c/10011de0_FUN_10011de0.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011dea,_fread,"size_t __cdecl _fread(void * _DstBuf, size_t _ElementSize, size_t _Count, FILE * _File)",raw-c/10011dea__fread.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011e07,__fclose_nolock,int __cdecl __fclose_nolock(FILE * _File),raw-c/10011e07___fclose_nolock.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011e7e,_fclose,int __cdecl _fclose(FILE * _File),raw-c/10011e7e__fclose.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011ef2,FUN_10011ef2,undefined FUN_10011ef2(void),raw-c/10011ef2_FUN_10011ef2.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011efa,__vsprintf_l,"int __cdecl __vsprintf_l(char * _DstBuf, char * _Format, _locale_t param_3, va_list _ArgList)",raw-c/10011efa___vsprintf_l.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011f78,_vsprintf,"int __cdecl _vsprintf(char * _Dest, char * _Format, va_list _Args)",raw-c/10011f78__vsprintf.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10011f92,_printf,"int __cdecl _printf(char * _Format, ...)",raw-c/10011f92__printf.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001202e,FUN_1001202e,undefined FUN_1001202e(void),raw-c/1001202e_FUN_1001202e.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012041,__get_printf_count_output,int __cdecl __get_printf_count_output(void),raw-c/10012041___get_printf_count_output.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012057,_fprintf,"int __cdecl _fprintf(FILE * _File, char * _Format, ...)",raw-c/10012057__fprintf.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012169,FUN_10012169,undefined FUN_10012169(void),raw-c/10012169_FUN_10012169.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012173,vfprintf_helper,undefined __cdecl vfprintf_helper(void),raw-c/10012173_vfprintf_helper.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012284,FUN_10012284,undefined FUN_10012284(void),raw-c/10012284_FUN_10012284.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001228e,FID_conflict:_vfprintf,"int __cdecl FID_conflict:_vfprintf(FILE * _File, char * _Format, va_list _ArgList)",raw-c/1001228e_FID_conflict__vfprintf.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100122ad,_puts,int __cdecl _puts(char * _Str),raw-c/100122ad__puts.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100123f9,FUN_100123f9,undefined FUN_100123f9(void),raw-c/100123f9_FUN_100123f9.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001240c,__crt_waiting_on_module_handle,undefined __crt_waiting_on_module_handle(void),raw-c/1001240c___crt_waiting_on_module_handle.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001243c,__amsg_exit,void __cdecl __amsg_exit(int param_1),raw-c/1001243c___amsg_exit.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012465,___crtCorExitProcess,void __cdecl ___crtCorExitProcess(int param_1),raw-c/10012465____crtCorExitProcess.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012490,___crtExitProcess,void __cdecl ___crtExitProcess(int param_1),raw-c/10012490____crtExitProcess.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100124a8,FUN_100124a8,undefined FUN_100124a8(void),raw-c/100124a8_FUN_100124a8.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100124b1,FUN_100124b1,undefined FUN_100124b1(void),raw-c/100124b1_FUN_100124b1.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
100124ba,__initterm,undefined __initterm(void),raw-c/100124ba___initterm.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100124d7,__initterm_e,undefined __initterm_e(void),raw-c/100124d7___initterm_e.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100124fb,__cinit,int __cdecl __cinit(int param_1),raw-c/100124fb___cinit.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012580,doexit,undefined __cdecl doexit(void),raw-c/10012580_doexit.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012697,FUN_10012697,undefined FUN_10012697(void),raw-c/10012697_FUN_10012697.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
100126ac,_exit,noreturn void __cdecl _exit(int _Code),raw-c/100126ac__exit.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100126c2,__exit,undefined __exit(void),raw-c/100126c2___exit.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100126d8,__cexit,void __cdecl __cexit(void),raw-c/100126d8___cexit.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100126e7,__init_pointers,void __cdecl __init_pointers(void),raw-c/100126e7___init_pointers.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012740,_memmove,"void * __cdecl _memmove(void * _Dst, void * _Src, size_t _Size)",raw-c/10012740__memmove.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012aa5,FUN_10012aa5,undefined FUN_10012aa5(void),raw-c/10012aa5_FUN_10012aa5.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,"Native runtime mapping: anonymous helper audited in final pass; docs show no export name, no Fightcade protocol strings, and only library/helper reachability from already mapped STL/CRT/compiler support graph"
10012ab0,_realloc,"void * __cdecl _realloc(void * _Memory, size_t _NewSize)",raw-c/10012ab0__realloc.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012bf4,FUN_10012bf4,undefined FUN_10012bf4(void),raw-c/10012bf4_FUN_10012bf4.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10012ccb,__getenv_helper_nolock,char * __cdecl __getenv_helper_nolock(char * param_1),raw-c/10012ccb___getenv_helper_nolock.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012d52,_getenv,char * __cdecl _getenv(char * _VarName),raw-c/10012d52__getenv.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10012dcc,FUN_10012dcc,undefined FUN_10012dcc(void),raw-c/10012dcc_FUN_10012dcc.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10012dd5,_memcmp,"int __cdecl _memcmp(void * _Buf1, void * _Buf2, size_t _Size)",raw-c/10012dd5__memcmp.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014455,FUN_10014455,undefined FUN_10014455(void),raw-c/10014455_FUN_10014455.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014467,_rand,int __cdecl _rand(void),raw-c/10014467__rand.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014489,__flush,int __cdecl __flush(FILE * _File),raw-c/10014489___flush.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100144f1,__fflush_nolock,int __cdecl __fflush_nolock(FILE * _File),raw-c/100144f1___fflush_nolock.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014539,flsall,undefined __cdecl flsall(void),raw-c/10014539_flsall.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100145db,FUN_100145db,undefined FUN_100145db(void),raw-c/100145db_FUN_100145db.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001460a,FUN_1001460a,undefined FUN_1001460a(void),raw-c/1001460a_FUN_1001460a.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: final audit helper row directly evidenced as MSVC STL/CRT/compiler/exception/zlib/no-op support in docs/ggponet; native libc++/libSystem/compiler runtime supplies equivalent behavior and no GGPO protocol logic is present
10014613,_fflush,int __cdecl _fflush(FILE * _File),raw-c/10014613__fflush.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001465c,FUN_1001465c,undefined FUN_1001465c(void),raw-c/1001465c_FUN_1001465c.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001466f,__CRT_INIT@12,undefined __CRT_INIT@12(void),raw-c/1001466f___CRT_INIT@12.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100147a4,___DllMainCRTStartup,undefined ___DllMainCRTStartup(void),raw-c/100147a4____DllMainCRTStartup.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001489a,entry,undefined entry(void),raw-c/1001489a_entry.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: directly evidenced MSVC STL/CRT/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100148bd,_calloc,"void * __cdecl _calloc(size_t _Count, size_t _Size)",raw-c/100148bd__calloc.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100148fd,__CxxThrowException@8,noreturn undefined __CxxThrowException@8(void),raw-c/100148fd___CxxThrowException@8.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014949,_JumpToContinuation,"void __stdcall _JumpToContinuation(void * param_1, EHRegistrationNode * param_2)",raw-c/10014949__JumpToContinuation.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
1001497b,FID_conflict:_CallMemberFunction1,undefined FID_conflict:_CallMemberFunction1(void),raw-c/1001497b_FID_conflict__CallMemberFunction1.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014982,_UnwindNestedFrames,"void __stdcall _UnwindNestedFrames(EHRegistrationNode * param_1, EHExceptionRecord * param_2)",raw-c/10014982__UnwindNestedFrames.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
100149d6,FID_conflict:___CxxFrameHandler3,undefined FID_conflict:___CxxFrameHandler3(void),raw-c/100149d6_FID_conflict____CxxFrameHandler3.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014a0c,CatchGuardHandler,"_EXCEPTION_DISPOSITION __cdecl CatchGuardHandler(EHExceptionRecord * param_1, CatchGuardRN * param_2, void * param_3, void * param_4)",raw-c/10014a0c_CatchGuardHandler.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014a3f,_CallSETranslator,"int __cdecl _CallSETranslator(EHExceptionRecord * param_1, EHRegistrationNode * param_2, void * param_3, void * param_4, _s_FuncInfo * param_5, int param_6, EHRegistrationNode * param_7)",raw-c/10014a3f__CallSETranslator.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014b16,TranslatorGuardHandler,"_EXCEPTION_DISPOSITION __cdecl TranslatorGuardHandler(EHExceptionRecord * param_1, TranslatorGuardRN * param_2, void * param_3, void * param_4)",raw-c/10014b16_TranslatorGuardHandler.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014bb5,_GetRangeOfTrysToCheck,"_s_TryBlockMapEntry * __cdecl _GetRangeOfTrysToCheck(_s_FuncInfo * param_1, int param_2, int param_3, uint * param_4, uint * param_5)",raw-c/10014bb5__GetRangeOfTrysToCheck.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014c2a,__CreateFrameInfo,undefined __CreateFrameInfo(void),raw-c/10014c2a___CreateFrameInfo.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014c56,__IsExceptionObjectToBeDestroyed,undefined __IsExceptionObjectToBeDestroyed(void),raw-c/10014c56___IsExceptionObjectToBeDestroyed.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014c7d,__FindAndUnlinkFrame,undefined __FindAndUnlinkFrame(void),raw-c/10014c7d___FindAndUnlinkFrame.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014ccf,_CallCatchBlock2,"void * __cdecl _CallCatchBlock2(EHRegistrationNode * param_1, _s_FuncInfo * param_2, void * param_3, int param_4, ulong param_5)",raw-c/10014ccf__CallCatchBlock2.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: clearly named MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014d2f,__EH_prolog3,undefined __EH_prolog3(void),raw-c/10014d2f___EH_prolog3.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014d62,__EH_prolog3_catch,undefined __EH_prolog3_catch(void),raw-c/10014d62___EH_prolog3_catch.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
10014d98,___report_gsfailure,noreturn void __cdecl ___report_gsfailure(void),raw-c/10014d98____report_gsfailure.c,docs/ggponet/native-runtime-mappings.md,native-runtime-mapped,Native runtime mapping: MSVC CRT/STL/compiler support helper supplied by libc++/libSystem/compiler runtime; no GGPO protocol logic
